customer_id,customer_name,customer_gender,kids_home,teens_home,number_complaints,distinct_stores_visited,spend_groceries,spend_electronics,typical_hour,spend_vegetables,spend_nonalcohol_drinks,spend_alcohol_drinks,spend_meat,spend_fish,spend_hygiene,spend_videogames,spend_petfood,total_distinct_products,year_first_transaction,latitude,longitude,has_loyalty_card,treated_percentage_of_products_bought_promotion,Education,Children,Age,Total Amount Spent,percentage_spend_groceries,percentage_spend_electronics,percentage_spend_vegetables,percentage_spend_nonalcohol_drinks,percentage_spend_alcohol_drinks,percentage_spend_meat,percentage_spend_fish,percentage_spend_hygiene,percentage_spend_videogames,percentage_spend_petfood
6576,Patrick`s Fishy,male,0,0,0,1,13370.0,186.0,9.0,287.0,485.0,122.0,46.0,47474.0,95.0,0.0,0.0,7.0,2011,39.35694745177596,-9.380345703379838,1,0.6122848316620898,No Degree,0,67,62065.0,0.21541931845645695,0.0029968581326029163,0.004624184322887296,0.007814388141464594,0.001965681140739547,0.0007411584629017965,0.7649077579956497,0.0015306533472971885,0.0,0.0
6597,John`s Fishy,male,0,0,1,1,18125.0,173.0,8.0,206.0,274.0,116.0,120.0,46985.0,62.0,0.0,0.0,23.0,2013,39.35602342005024,-9.380952533529792,1,0.4541611235303353,No Degree,0,48,66061.0,0.2743676299178032,0.002618791722801653,0.0031183300283071707,0.004147681688136722,0.0017559528314739408,0.0018165029291109733,0.7112365843689923,0.0009385265133740028,0.0,0.0
6692,Darren`s Fishy,male,0,0,1,1,12281.0,288.0,6.0,549.0,310.0,46.0,120.0,38414.0,155.0,0.0,0.0,29.0,2018,38.96416401471517,-9.417934622914032,1,0.593592354311151,No Degree,0,67,52163.0,0.2354350785039204,0.005521154841554359,0.010524701416712997,0.005942909725284206,0.0008818511205260434,0.002300481183980983,0.7364223683453789,0.002971454862642103,0.0,0.0
6856,Helena`s Fishy,female,0,0,0,1,11503.0,76.0,8.0,456.893937976519,194.0,32.0,124.0,33747.0,72.0,0.0,0.0,11.0,2012,39.35572725798843,-9.38107915948511,1,0.6769626209786587,No Degree,0,47,46204.89393797652,0.24895631219154266,0.0016448474073334992,0.009888431701408814,0.004198689434509195,0.0006925673294035787,0.0026836984014388674,0.7303771770432053,0.0015582764911580519,0.0,0.0
7208,Ellen`s Fishy,female,0,0,0,1,14158.0,378.0,6.0,71.0,257.0,12.0,111.0,36287.0,160.0,0.0,0.0,18.0,2008,38.96367208804813,-9.417815117107477,1,0.2095972993989858,No Degree,0,71,51434.0,0.27526538865341993,0.007349224248551542,0.001380409845627406,0.004996694793327371,0.00023330870630322356,0.002158105533304818,0.705506085468756,0.0031107827507096475,0.0,0.0
7237,Kenneth`s Fishy,male,0,0,0,1,14818.0,294.0,8.0,817.0,111.0,127.0,104.0,43463.0,51.0,0.0,0.0,19.0,2013,38.963256837913896,-9.416755914108494,1,0.2867073420079258,No Degree,0,38,59785.0,0.24785481308020407,0.004917621476959104,0.013665635192774108,0.0018566530066070086,0.0021242786652170276,0.001739566780965125,0.7269883750104541,0.0008530567868194364,0.0,0.0
7348,Kimberly`s Fishy,female,0,0,0,1,10669.0,6.0,8.0,944.0,305.0,116.0,61.0,36700.0,149.0,0.0,0.0,6.0,2009,38.963229348045424,-9.417626248350569,1,0.6451125539035006,No Degree,0,40,48950.0,0.21795709908069458,0.00012257405515832482,0.019284984678243106,0.006230847803881512,0.00236976506639428,0.0012461695607763024,0.7497446373850868,0.0030439223697650663,0.0,0.0
7898,David`s Fishy,male,0,0,1,1,14413.0,258.0,7.0,298.0,324.0,113.0,132.0,42468.0,113.0,0.0,0.0,5.0,2008,39.35642216525664,-9.381399534038168,1,0.5844742352752682,No Degree,0,58,58119.0,0.24799119048848053,0.004439167914107263,0.005127411001565753,0.005574769008413772,0.0019442867220702351,0.002271202188613018,0.7307076859546792,0.0019442867220702351,0.0,0.0
8056,Laura`s Fishy,female,0,0,1,1,9713.0,90.0,9.0,321.0,361.0,55.0,126.0,1471.4238457539814,76.0,0.0,0.0,35.0,2015,39.35742982484005,-9.381243122582644,1,0.6898215051867908,No Degree,0,31,12213.423845753981,0.7952724905536412,0.007368941022323454,0.026282556312953655,0.029557641211764078,0.004503241735864333,0.010316517431252836,0.12047595042446058,0.006222661307739806,0.0,0.0
8107,Sherri`s Fishy,female,0,0,1,1,14840.0,167.0,17.0,353.0,401.0,66.0,66.0,38475.0,34.0,0.0,0.0,31.0,2009,39.35666208239951,-9.381433914668923,1,0.0375980179315119,No Degree,0,75,54402.0,0.27278408882026395,0.0030697400830851807,0.006488732031910592,0.007371052534833278,0.0012131906915186941,0.0012131906915186941,0.707235028123966,0.0006249770229035698,0.0,0.0
8293,Hui`s Fishy,female,0,0,1,1,12650.0,194.0,6.0,479.0,281.0,157.0,144.0,35439.0,188.0,0.0,0.0,16.0,2015,38.96397381249497,-9.417574225374286,1,0.4068516173312109,No Degree,0,29,49532.0,0.2553904546555762,0.0039166599370104175,0.009670516030041185,0.005673100218040863,0.0031696680933537913,0.0029072114996365984,0.7154768634418154,0.003795526124525559,0.0,0.0
8298,Leland`s Fishy,male,0,0,0,1,14501.0,270.0,8.0,131.0,137.0,67.0,81.0,42217.0,154.0,0.0,0.0,21.0,2017,38.96292267504326,-9.4177921387674,1,0.7532229582825222,No Degree,0,48,57558.0,0.25193717641335694,0.004690920462837486,0.00227596511345078,0.0023802077904027242,0.001164043225963376,0.0014072761388512457,0.7334688488133708,0.0026755620417665657,0.0,0.0
8527,Trudy`s Fishy,female,0,0,1,1,14037.0,324.0,7.0,366.0,302.0,108.0,54.0,42141.0,36.0,0.0,0.0,25.0,2012,39.356658854841264,-9.381093565535611,1,0.2168506676912396,No Degree,0,51,57368.0,0.24468344721796123,0.005647747873378887,0.00637986333844652,0.005264258820248222,0.001882582624459629,0.0009412913122298145,0.7345732812717891,0.000627527541486543,0.0,0.0
8642,Kenny`s Fishy,male,0,0,0,1,11751.0,197.0,7.0,1007.0,172.0,61.0,114.0,37088.0,67.0,0.0,0.0,9.0,2008,39.35674957750394,-9.381000755300931,1,0.3802208146546871,No Degree,0,34,50457.0,0.23289137285213152,0.003904314564877024,0.019957587648889153,0.003408843173395168,0.0012089501952157282,0.0022593495451572626,0.7350417186911627,0.0013278633291713736,0.0,0.0
8979,Rosa`s Fishy,female,0,0,0,1,17606.0,28.0,6.0,349.0,359.0,132.0,229.0,36368.0,106.0,0.0,0.0,16.0,2014,39.35647317021053,-9.38180336870318,1,0.3743172106910287,No Degree,0,50,55177.0,0.31908222628993965,0.0005074578175689146,0.006325099226126828,0.0065063341609728695,0.00239230113996774,0.0041502800079743375,0.6591152110480816,0.0019210903093680339,0.0,0.0
9503,Maxine`s Fishy,female,1,0,0,1,13642.0,254.0,9.0,146.0,334.0,36.0,23.0,34848.0,140.0,0.0,0.0,29.0,2012,39.35736373970665,-9.380652355558745,1,0.4353804691795699,No Degree,1,72,49423.0,0.2760253323351476,0.005139307609817291,0.0029540902009186007,0.00675798717196447,0.0007284058029662303,0.0004653703741173138,0.7050968172713109,0.002832689233757562,0.0,0.0
9961,Angel`s Fishy,male,0,0,1,1,13879.0,112.0,8.0,522.0,318.0,63.0,75.0,38327.0,116.0,0.0,0.0,16.0,2008,39.35647888843121,-9.380437398346096,1,0.4865166975878238,No Degree,0,36,53412.0,0.25984797423799894,0.002096907062083427,0.009773084700067401,0.005953718265558301,0.0011795102224219276,0.0014041788362165806,0.7175728300756384,0.002171796600014978,0.0,0.0
9962,Linda`s Fishy,female,0,0,1,1,17040.0,90.0,7.0,989.0,289.0,186.0,92.0,40463.0,49.0,0.0,0.0,9.0,2014,39.35735696214641,-9.381656201649518,1,0.3457711749217488,No Degree,0,40,59198.0,0.28784756241764925,0.001520321632487584,0.01670664549478023,0.0048819216865434644,0.0031419980404743405,0.0015541065576539748,0.6835197135038346,0.0008277306665765735,0.0,0.0
10023,Michele`s Fishy,female,0,0,1,1,12920.0,1.0,17.0,502.0,210.0,132.0,28.0,36608.0,106.0,0.0,0.0,13.0,2013,39.35721540489786,-9.38067545583573,1,0.6028685482126575,No Degree,0,69,50507.0,0.2558061258835409,1.979923574950007e-05,0.009939216346249035,0.004157839507395015,0.002613499118934009,0.000554378600986002,0.7248104223176985,0.0020987189894470073,0.0,0.0
10094,Alisha`s Fishy,female,0,0,0,1,15616.0,184.0,6.0,301.0,277.0,144.0,77.0,40769.0,104.0,0.0,0.0,15.0,2007,38.96335952348778,-9.41768856644137,1,0.2674372191061104,No Degree,0,77,57472.0,0.2717149220489978,0.0032015590200445434,0.005237332962138084,0.004819738307349666,0.0025055679287305124,0.00133978285077951,0.7093715200445434,0.001809576837416481,0.0,0.0
10233,Elizabeth`s Fishy,female,0,0,1,1,12494.0,132.0,8.0,323.0,467.0,85.0,32.0,46086.0,150.0,0.0,0.0,20.0,2009,38.96348789555616,-9.417434200009994,1,0.1900508630507471,No Degree,0,38,59769.0,0.20903813013435057,0.0022085027355317976,0.005404139269520989,0.007813414981010222,0.0014221419130318392,0.000535394602553163,0.7710686141645334,0.0025096621994679514,0.0,0.0
10428,John`s Fishy,male,0,0,0,1,11911.0,38.0,8.0,374.0,259.0,96.0,81.0,34165.0,84.0,0.0,0.0,32.0,2011,39.35724144053016,-9.381419787372351,1,0.4250103090438671,No Degree,0,65,47008.0,0.25338240299523485,0.0008083730428863173,0.007956092579986385,0.005509700476514636,0.0020422055820285907,0.0017231109598366235,0.7267911844792376,0.001786929884275017,0.0,0.0
10499,Lorenzo`s Fishy,male,0,0,1,1,17052.0,282.0,8.0,250.0,243.0,79.0,101.0,43601.0,126.0,0.0,0.0,11.0,2008,38.96395601423844,-9.41778224947728,1,0.1933708885680606,No Degree,0,57,61734.0,0.27621731946739236,0.004567985226941394,0.00404963229338776,0.003936242589172903,0.0012796838047105324,0.0016360514465286551,0.7062720704959989,0.0020410146758674313,0.0,0.0
10518,Janet`s Fishy,female,0,0,0,1,16507.0,11.0,17.0,29.0,123.0,140.0,68.0,41629.0,22.0,0.0,0.0,19.0,2005,38.96297639370951,-9.416716854475832,1,0.4103962935533467,No Degree,0,64,58529.0,0.2820311298672453,0.00018794102069059782,0.0004954808727297579,0.002101522322267594,0.002391976626971245,0.0011618172188146048,0.7112542500298997,0.00037588204138119563,0.0,0.0
10647,Diane`s Fishy,female,0,0,0,1,12539.0,83.0,17.0,74.0,413.0,166.0,63.0,37792.0,162.0,0.0,0.0,29.0,2024,38.962619111413815,-9.416973671014228,1,0.7765787281000185,No Degree,0,23,51292.0,0.24446307416361227,0.001618186071902051,0.0014427201122982141,0.008051937924042735,0.003236372143804102,0.001228261717226858,0.7368010605942447,0.003158387272869063,0.0,0.0
11050,Virgie`s Fishy,female,0,0,1,1,14723.0,98.0,10.0,156.0,469.0,170.0,37.0,39362.0,195.0,0.0,0.0,11.0,2013,39.355957458165065,-9.380680219965608,1,0.1210009308615366,No Degree,0,34,55210.0,0.26667270422024997,0.0017750407534866872,0.002825575076978808,0.008494837891686289,0.003079152327476906,0.0006701684477449738,0.7129505524361529,0.0035319688462235104,0.0,0.0
11437,Teri`s Fishy,female,0,0,1,1,13758.0,151.0,17.0,87.0,244.0,39.0,24.0,1471.4238457539814,171.0,0.0,0.0,28.0,2015,38.96294910741502,-9.416311354010176,1,0.4982475928050446,No Degree,0,38,15945.423845753981,0.8628180807914706,0.00946980158449717,0.005456110846697044,0.015302195937862976,0.0024458427933469512,0.0015051340266750467,0.09227875407939054,0.010724079940059708,0.0,0.0
11748,Natalie`s Fishy,female,0,0,1,1,12919.0,21.0,8.0,621.0,183.0,69.0,12.0,48875.0,84.0,0.0,0.0,23.0,2007,39.35622797877021,-9.38172147958341,1,0.5604672645968922,No Degree,0,46,62784.0,0.2057689857288481,0.000334480122324159,0.00989105504587156,0.002914755351681957,0.001099006116207951,0.00019113149847094801,0.7784626656472987,0.001337920489296636,0.0,0.0
11809,Lisa`s Fishy,female,0,0,0,1,12955.0,424.0,8.0,874.0,162.0,119.0,12.0,42269.0,134.0,0.0,0.0,36.0,2014,38.9625942313355,-9.416839132546029,1,0.487311412754829,No Degree,0,49,56949.0,0.22748424028516742,0.0074452580378935535,0.01534706491773341,0.0028446504767423485,0.00208958893044654,0.00021071485012906285,0.7422255000087797,0.0023529824931078683,0.0,0.0
11905,Linda`s Fishy,female,0,0,1,1,17371.0,18.0,7.0,19.0,187.0,61.0,77.0,43153.0,141.0,0.0,0.0,30.0,2011,39.35616074974542,-9.38091602849908,1,0.5189518272771624,No Degree,0,52,61027.0,0.2846445016140397,0.00029495141494748225,0.0003113376046667868,0.0030642174775099545,0.0009995575728775788,0.001261736608386452,0.7071132449571501,0.0023104527504219444,0.0,0.0
12033,Sylvia`s Fishy,female,0,0,0,1,12016.0,47.0,7.0,462.0,335.0,63.0,97.0,34115.0,127.0,0.0,0.0,17.0,2020,38.9630922006841,-9.417187109700262,1,0.0266205213404356,No Degree,0,26,47262.0,0.25424230883161947,0.0009944564343447168,0.009775295163133172,0.007088146925648513,0.0013329947949727054,0.002052388811307181,0.7218272608014896,0.00268714823748466,0.0,0.0
12108,Karen`s Fishy,female,1,0,1,1,14169.0,210.0,7.0,608.0,276.0,166.0,92.0,35270.0,55.0,0.0,0.0,19.0,2014,39.35641835287461,-9.380643253847976,1,0.3170737041808955,No Degree,1,78,50846.0,0.278664988396334,0.004130118396727373,0.011957676120048775,0.005428155607127404,0.0032647602564606854,0.0018093852023758014,0.6936632183455925,0.0010816976753333595,0.0,0.0
12274,Thomas`s Fishy,male,0,0,1,1,14872.0,107.0,9.0,98.0,453.0,138.0,48.0,30255.0,179.0,0.0,0.0,28.0,2024,39.35576645780949,-9.38140667218996,1,0.3975667297635142,No Degree,0,23,46150.0,0.3222535211267606,0.0023185265438786565,0.002123510292524377,0.00981581798483207,0.002990249187432286,0.0010400866738894908,0.6555796316359697,0.0038786565547128927,0.0,0.0
12286,Wendy`s Fishy,female,0,0,1,1,10857.0,22.0,17.0,686.0,229.0,87.0,69.0,45543.0,89.0,0.0,0.0,14.0,2008,38.96386548184011,-9.41705450316898,1,0.4498653534801108,No Degree,0,83,57582.0,0.1885485047410649,0.00038206383939425514,0.011913445173839047,0.00397693723733111,0.0015108888194227362,0.0011982911326456184,0.790924247160571,0.001545621895731305,0.0,0.0
12463,Ben`s Fishy,male,0,0,0,1,12700.0,54.0,7.0,546.0,262.0,103.0,82.0,36951.0,113.0,0.0,0.0,30.0,2007,39.35650641972008,-9.380747409903684,1,0.2254017494212352,No Degree,0,39,50811.0,0.24994587786109307,0.001062762000354254,0.010745704670248568,0.005156363779496566,0.002027120111786818,0.001613823778315719,0.7272244199090748,0.002223927889630198,0.0,0.0
12487,Derrick`s Fishy,male,0,0,0,1,17416.0,170.0,17.0,409.0,274.0,140.0,105.0,40936.0,72.0,0.0,0.0,29.0,2003,38.96286945539692,-9.41696690682641,1,0.3151833804891535,No Degree,0,51,59522.0,0.2925976949699271,0.002856086825039481,0.006871408890830281,0.004603339941534223,0.0023520715029736903,0.0017640536272302677,0.687745707469507,0.0012096367729578978,0.0,0.0
12607,Lupe`s Fishy,female,0,0,0,1,14072.0,108.0,9.0,645.0,411.0,115.0,59.0,37747.0,75.0,0.0,0.0,0.0,2015,38.96312661426876,-9.416551213759885,1,0.2534887539209757,No Degree,0,67,53232.0,0.2643522693116922,0.0020288548241659153,0.012116771866546439,0.007720919747520288,0.0021603546738803727,0.001108355876164713,0.7091035467388037,0.00140892696122633,0.0,0.0
12614,Janice`s Fishy,female,1,0,0,1,14549.0,378.0,8.0,800.0,400.0,80.0,124.0,41887.0,38.0,0.0,0.0,22.0,2021,38.962800212656056,-9.418075769528794,1,0.4166624360547614,No Degree,1,26,58256.0,0.24974251579236473,0.006488602032408679,0.013732491073880802,0.006866245536940401,0.0013732491073880802,0.0021285361164515245,0.7190160670145564,0.0006522933260093381,0.0,0.0
12890,Pamela`s Fishy,female,0,0,0,1,14494.0,92.0,7.0,635.0,367.0,149.0,123.0,36716.0,160.0,0.0,0.0,31.0,2021,38.96364884646409,-9.416685096143643,1,0.475647578989675,No Degree,0,25,52736.0,0.27484071601941745,0.0017445388349514564,0.012041110436893205,0.006959192961165049,0.002825394417475728,0.002332372572815534,0.6962226941747572,0.003033980582524272,0.0,0.0
13115,Jennifer`s Fishy,female,0,0,0,1,14170.0,243.0,10.0,756.0,329.0,53.0,38.0,40814.0,64.0,0.0,0.0,22.0,2006,38.96401365505776,-9.417489837945386,1,0.3530698904962842,No Degree,0,40,56467.0,0.2509430286716135,0.004303398445109533,0.013388350718118548,0.005826411886588627,0.0009386013069580463,0.0006729594276302974,0.7227938441921831,0.0011334053517983956,0.0,0.0
13164,Samuel`s Fishy,male,0,0,0,1,13417.0,403.0,8.0,159.0,410.0,136.0,159.0,36387.0,64.0,0.0,0.0,13.0,2008,39.355753692615885,-9.38168166559434,1,0.29060323169304,No Degree,0,38,51135.0,0.26238388579251004,0.007881099051530263,0.0031094162511000295,0.008017991590886868,0.002659626478928327,0.0031094162511000295,0.711586975652684,0.0012515889312603892,0.0,0.0
13242,Joseph`s Fishy,male,0,0,0,1,16392.0,195.0,7.0,695.0,282.0,126.0,48.0,35359.0,157.0,0.0,0.0,7.0,2014,38.963701123403865,-9.417035443315102,1,0.278427740149008,No Degree,0,69,53254.0,0.3078078641979945,0.0036616967739512524,0.013050662861005745,0.005295376873098734,0.0023660194539377325,0.0009013407443572314,0.6639689037443197,0.002948135351335111,0.0,0.0
13460,Juanita`s Fishy,female,0,0,0,1,15134.0,439.0,17.0,59.0,220.0,114.0,115.0,48279.0,70.0,0.0,0.0,16.0,2022,39.35759962280833,-9.380703371628398,1,0.1405827796105989,No Degree,0,24,64430.0,0.23489057892286203,0.0068135961508614,0.0009157224895235138,0.0034145584355114076,0.0017693620984013658,0.0017848828185627814,0.7493248486729784,0.0010864504112990843,0.0,0.0
13523,Anissa`s Fishy,female,0,0,0,1,13422.0,211.0,8.0,764.0,324.0,90.0,60.0,34535.0,77.0,0.0,0.0,24.0,2010,39.35715718065591,-9.381918055445697,1,0.2448555051957676,No Degree,0,39,49483.0,0.2712446698866277,0.004264090697815411,0.015439645939009356,0.006547703251621769,0.0018188064587838248,0.0012125376391892166,0.6979164561566599,0.001556089970292828,0.0,0.0
13739,Floyd`s Fishy,male,0,0,0,1,10698.0,31.0,6.0,72.0,170.0,220.0,134.0,41963.0,184.0,0.0,0.0,31.0,2010,38.963613213967626,-9.416291174907505,1,0.2637003956544926,No Degree,0,47,53472.0,0.2000673249551167,0.0005797426690604429,0.0013464991023339318,0.0031792339916217834,0.004114302812687013,0.0025059844404548173,0.7847658587672053,0.0034410532615200477,0.0,0.0
13825,Kevin`s Fishy,male,0,0,0,1,14980.0,154.0,8.0,188.0,441.0,27.0,100.0,38555.0,122.0,0.0,0.0,31.0,2009,38.962941738800815,-9.416093368293014,1,0.501926489549934,No Degree,0,71,54567.0,0.27452489599941354,0.002822218557003317,0.0034453057708871662,0.008081807685964044,0.0004948045522018803,0.0018326094525995566,0.706562574449759,0.002235783532171459,0.0,0.0
14162,Princess`s Fishy,female,0,0,1,1,13594.0,11.0,6.0,1283.0,369.0,213.0,91.0,40279.0,117.0,0.0,0.0,30.0,2011,39.35580589980536,-9.381800541660755,1,0.5187365829909508,No Degree,0,69,55957.0,0.2429365405579284,0.00019657951641438963,0.022928319959969263,0.006594349232446343,0.003806494272387726,0.0016262487267008595,0.719820576514109,0.0020908912200439623,0.0,0.0
14322,Sean`s Fishy,male,0,0,1,1,12693.0,91.0,7.0,651.0,240.0,91.0,66.0,34910.0,172.0,0.0,0.0,23.0,2008,39.35604030353782,-9.381320082373891,1,0.0936383705640462,No Degree,0,52,48914.0,0.25949625873982907,0.00186040806313121,0.013309073067015578,0.004906570715950444,0.00186040806313121,0.001349306946886372,0.7137015987242916,0.0035163756797644847,0.0,0.0
14384,Berta`s Fishy,female,0,0,1,1,9450.0,27.0,17.0,1253.0,128.0,82.0,18.0,36612.0,67.0,0.0,0.0,16.0,2008,39.35715578014276,-9.380946952020713,1,0.1185818926218297,No Degree,0,46,47637.0,0.1983752125448706,0.0005667863215567731,0.02630308373743099,0.0026869870058987763,0.0017213510506539035,0.0003778575477045154,0.7685622520309843,0.0014064697609001407,0.0,0.0
14534,Iris`s Fishy,female,0,0,1,1,11442.0,325.0,6.0,608.0,206.0,114.0,93.0,34079.0,115.0,0.0,0.0,1.0,2009,38.96385081697207,-9.416170916244182,1,0.5762296838806675,No Degree,0,46,46982.0,0.24354007917926015,0.00691754288876591,0.012941126388829764,0.0043846579541100845,0.002426461197905581,0.0019794815035545526,0.7253629049423184,0.0024477459452556297,0.0,0.0
14622,Lori`s Fishy,female,0,0,1,1,12542.0,167.0,6.0,245.0,42.0,100.0,121.0,33896.0,182.0,0.0,0.0,18.0,2012,38.9629453716712,-9.417789470014345,1,0.2789896882445964,No Degree,0,70,47295.0,0.2651865947774606,0.003531028649962998,0.005180251612221165,0.0008880431335236283,0.002114388413151496,0.00255840997991331,0.7166930965218311,0.0038481869119357227,0.0,0.0
14727,Tyler`s Fishy,male,0,0,1,1,14184.0,158.0,9.0,456.893937976519,392.0,95.0,54.0,40034.0,101.0,0.0,0.0,14.0,2010,38.96417879355173,-9.417103307551262,1,0.3652099576365487,No Degree,0,39,55474.89393797652,0.25568322881082683,0.002848135233510338,0.00823604887802665,0.007066259566683877,0.0017124863745790007,0.000973413307655432,0.7216597844199549,0.0018206434087629376,0.0,0.0
14800,Bradley`s Fishy,male,0,0,0,1,7740.0,23.0,17.0,237.0,176.0,111.0,43.0,39460.0,75.0,0.0,0.0,11.0,2007,39.35751300714896,-9.381665819966733,1,0.6466446330560116,No Degree,0,62,47865.0,0.16170479473519273,0.0004805181238901076,0.004951425885302413,0.0036770082523764755,0.002319022250078345,0.0008983599707510707,0.8244019638566803,0.0015669069257286117,0.0,0.0
14810,Willie`s Fishy,male,0,0,0,1,12647.0,143.0,17.0,314.0,408.0,122.0,52.0,39773.0,100.0,0.0,0.0,40.0,2008,38.964220736406354,-9.416500415564917,1,0.2991253031556121,No Degree,0,78,53559.0,0.23613211598424166,0.0026699527623742043,0.005862693478220281,0.007617767322018709,0.0022778617972703,0.0009708919135906197,0.742601616908456,0.0018670998338281147,0.0,0.0
15128,Jared`s Fishy,male,0,0,0,1,12599.0,100.0,17.0,433.0,225.0,154.0,33.0,36452.0,118.0,0.0,0.0,18.0,2018,39.35709556911227,-9.380863481385443,1,0.0893712918697873,No Degree,0,29,50114.0,0.2514067925130702,0.0019954503731492196,0.008640300115736122,0.004489763339585745,0.0030729935746497987,0.0006584986231392426,0.7273815700203536,0.0023546314403160794,0.0,0.0
15171,James`s Fishy,male,0,0,1,1,16265.0,257.0,8.0,433.0,147.0,2.0,20.0,39114.0,143.0,0.0,0.0,21.0,2011,38.96396120408255,-9.416488005201426,1,0.5645282225610869,No Degree,0,70,56381.0,0.2884837090509214,0.0045582731771341405,0.007679892162253241,0.002607261311434703,3.547294301271705e-05,0.0003547294301271705,0.6937443464997074,0.002536315425409269,0.0,0.0
15195,Teresa`s Fishy,female,0,0,0,1,14527.0,216.0,12.0,1482.0,455.0,128.0,49.0,47688.0,142.0,0.0,0.0,16.0,2006,39.35674857942067,-9.380350760045728,1,0.2638953439384627,No Degree,0,39,64687.0,0.22457371651181846,0.0033391562446859493,0.02291032201215082,0.007033870793204199,0.001978759256110192,0.000757493777729683,0.7372114953545534,0.0021951860497472445,0.0,0.0
15582,Jose`s Fishy,male,0,0,1,1,14904.0,25.0,17.0,101.0,326.0,125.0,56.0,47366.0,170.0,0.0,0.0,30.0,2009,39.35593522040652,-9.38190103233716,1,0.3199998762918614,No Degree,0,81,63073.0,0.23629762338877175,0.0003963661154535221,0.0016013191064322293,0.005168614145513928,0.0019818305772676104,0.0008878600986158895,0.7509710969828611,0.0026952895850839505,0.0,0.0
15712,Danielle`s Fishy,female,0,0,1,1,15627.0,25.0,6.0,506.0,555.0,92.0,95.0,39620.0,37.0,0.0,0.0,19.0,2013,38.96368589008911,-9.41781940944936,1,0.4637851501997921,No Degree,0,76,56557.0,0.2763053202963382,0.0004420319323867956,0.008946726311508743,0.009813108898986863,0.0016266775111834079,0.0016797213430698233,0.7005322064465938,0.0006542072599324575,0.0,0.0
15721,Rodolfo`s Fishy,male,0,0,1,1,15430.0,487.0,11.0,300.0,435.0,126.0,159.0,40482.0,33.0,0.0,0.0,23.0,2023,38.96259329914768,-9.416120883181268,1,0.5424847073654979,No Degree,0,24,57452.0,0.2685720253428949,0.008476641370187287,0.005221750330710854,0.007571537979530738,0.0021931351388985586,0.0027675276752767526,0.7046229896261227,0.000574392536378194,0.0,0.0
15918,Cecil`s Fishy,male,0,0,1,1,12066.0,438.0,10.0,532.0,170.0,120.0,35.0,44033.0,94.0,0.0,0.0,24.0,2008,38.963628531383264,-9.417178589059874,1,0.9432149041587128,No Degree,0,53,57488.0,0.2098872808238241,0.007618981352630114,0.009254105204564432,0.0029571388811578067,0.0020873921514055105,0.0006088227108266073,0.7659511550236571,0.0016351238519343168,0.0,0.0
16094,Linda`s Fishy,female,0,0,0,1,16994.0,134.0,10.0,223.0,250.0,111.0,180.0,36454.0,87.0,0.0,0.0,13.0,2018,38.9634434991546,-9.416457436994856,1,0.3057617953061305,No Degree,0,27,54433.0,0.3122003196590304,0.002461741958003417,0.004096779527125089,0.004592802160454136,0.0020392041592416366,0.0033068175555269782,0.6697040398287804,0.0015982951518380393,0.0,0.0
16198,Lionel`s Fishy,male,0,0,1,1,14248.0,53.0,12.0,1038.0,266.0,126.0,205.0,1471.4238457539814,39.0,0.0,0.0,32.0,2018,39.35670294444552,-9.382047115867827,1,0.2409237691295032,No Degree,0,24,17446.423845753983,0.8166716644034532,0.0030378718566383364,0.05949643372057723,0.015246677620109388,0.007222110451630763,0.011750259068129414,0.0843395677396711,0.002235415139790474,0.0,0.0
16239,Robert`s Fishy,male,0,0,1,1,13868.0,243.0,11.0,74.0,328.0,126.0,104.0,39278.0,20.0,0.0,0.0,31.0,2011,38.96234743196968,-9.41794674740576,1,0.3357869225727319,No Degree,0,74,54041.0,0.25661997372365425,0.004496585925501008,0.001369330693362447,0.0060694657759849,0.0023315630724820044,0.0019244647582391148,0.7268185266741918,0.00037008937658444515,0.0,0.0
16297,Ruth`s Fishy,female,0,0,1,1,10237.0,5.0,7.0,1134.0,254.0,157.0,77.0,35380.0,102.0,0.0,0.0,21.0,2010,39.3558287118365,-9.381424073787636,1,0.4704932095179395,No Degree,0,40,47346.0,0.21621678705698474,0.00010560554217885355,0.023951336966163986,0.00536476154268576,0.0033160140244160013,0.0016263253495543445,0.7472648164575677,0.002154353060448612,0.0,0.0
16427,Elaine`s Fishy,female,0,0,0,1,12939.0,278.0,10.0,259.0,368.0,94.0,101.0,44368.0,159.0,0.0,0.0,31.0,2012,38.96267997648531,-9.417341280202905,1,0.3922536704721026,No Degree,0,35,58566.0,0.22093023255813954,0.00474678140900864,0.00442236109688215,0.006283509203292012,0.0016050268073626336,0.0017245500802513403,0.7575726530751631,0.002714885769900625,0.0,0.0
16529,Blanche`s Fishy,female,0,0,1,1,17882.0,358.0,17.0,642.0,85.0,152.0,80.0,38340.0,92.0,0.0,0.0,5.0,2024,38.96357444978785,-9.417622894389314,1,0.4504867074898275,No Degree,0,23,57631.0,0.3102843955510055,0.006211934549114192,0.011139837934445004,0.0014749006611025316,0.0026374694175009977,0.0013881417986847356,0.6652669570196595,0.001596363068487446,0.0,0.0
